min_to_metro,total_area,living_area,floor,number_of_floors,construction_year,ceiling_height,number_of_rooms,CAR,EAR,NAR,NEAR,NWAR,SAR,SEAR,SWAR,WAR
1.0867706732856786,2.6759615997111066,2.7411732464729868,1.1097672637212008,2.322722358962574,4.557079404847957,1.4318087729494269,3.6708932298176937,1.0,1.0,1.0,4.396816778216333,1.0,1.0,1.0,1.0,1.0
1.260312019857036,2.506302012325851,2.193947369010048,3.7441815930300235,3.8218076991201584,6.096200301176399,1.3778326763307485,2.780595486545129,1.0,1.0,1.0,1.0,1.0,3.9046956176950216,1.0,1.0,1.0
1.1363539151632094,4.723340133968313,4.127005014073935,1.3293017911636027,1.9699963965725544,6.096200301176399,4.157601652192681,3.6708932298176937,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.4685084926005865
1.0867706732856786,3.67328484988119,2.929504230275167,2.20743990093321,2.1463593777675642,6.096200301176399,2.403378512085636,3.6708932298176937,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.4685084926005865
1.1735413465713573,2.97171952907189,2.7411732464729868,1.5488363186060046,1.5290889435850297,5.78837612191071,2.6732589951790278,1.8902977432725647,3.8976289408605163,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.1115622942244439,1.7634681432336503,1.4406234338013273,3.853948856751224,3.7336262085226535,6.096200301176399,1.64771315942414,1.0,1.0,1.0,4.422463030036402,1.0,1.0,1.0,1.0,1.0,1.0
1.2355203989182706,1.5892231615947394,1.6396146619696688,1.0,1.9699963965725544,4.1808498524121145,1.4318087729494269,1.0,1.0,1.0,4.422463030036402,1.0,1.0,1.0,1.0,1.0,1.0
1.0991664837550612,1.7428338690922005,1.6040805140824648,1.8781381097696075,2.4109038495600794,5.685768062155481,1.8636175458988524,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.776257645753059,1.0,1.0
1.1239581046938265,1.7336630805848894,1.7142363725327967,1.4390690548848037,1.9699963965725544,4.215052538997192,1.0,1.8902977432725647,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.776257645753059,1.0
1.0619790523469133,1.664882166780056,1.7106829577440763,1.2195345274424017,1.7054519247800395,4.283457912167345,1.4318087729494269,1.0,1.0,5.065101414371149,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.1983329675101226,2.76537678765739,2.6096968992903324,1.7683708460484064,2.234540868365069,3.83882298656135,2.403378512085636,2.780595486545129,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.776257645753059,1.0
1.1115622942244439,1.373709631672928,1.5792066105614222,1.0,1.7054519247800395,4.488674031677803,1.4318087729494269,1.0,1.0,1.0,1.0,4.396816778216333,1.0,1.0,1.0,1.0,1.0
1.0495832418775306,3.086354385413279,3.5016040112591487,1.3293017911636027,1.3527259623900196,3.83882298656135,2.403378512085636,3.6708932298176937,1.0,1.0,4.422463030036402,1.0,1.0,1.0,1.0,1.0,1.0
1.1735413465713573,2.0569333754676062,2.49243421126256,1.0,1.3527259623900196,3.9414310463165796,1.32385657971207,2.780595486545129,1.0,1.0,4.422463030036402,1.0,1.0,1.0,1.0,1.0,1.0
1.037187431408148,1.5892231615947394,1.568546366195261,1.3293017911636027,1.9699963965725544,4.146647165827039,1.4318087729494269,1.0,3.8976289408605163,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.1363539151632094,3.086354385413279,3.3807879084426555,2.536741692096813,3.380900246132634,5.99359224142117,2.403378512085636,2.780595486545129,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.4685084926005865
1.1115622942244439,3.5678207820471126,3.490943766892987,1.1097672637212008,2.1463593777675642,5.514754629230099,1.4318087729494269,3.6708932298176937,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.4685084926005865
1.1363539151632094,1.5043933679021115,1.6040805140824648,1.1097672637212008,1.4409074529875248,4.830700897528569,6.451585758486509,1.0,1.0,1.0,1.0,1.0,1.0,3.9046956176950216,1.0,1.0,1.0
1.148749725632592,2.4283503100137063,2.3858317676009486,3.0855780107028177,3.2045372649376236,6.096200301176399,1.8636175458988524,2.780595486545129,1.0,1.0,1.0,1.0,1.0,1.0,4.776257645753059,1.0,1.0
1.0495832418775306,1.7258679103536747,1.8705866232364934,3.7441815930300235,3.2045372649376236,6.096200301176399,2.0525338840642275,1.8902977432725647,1.0,1.0,1.0,1.0,1.0,3.9046956176950216,1.0,1.0,1.0
1.3222910722039491,2.4306430071405343,1.884800282391375,2.20743990093321,2.1463593777675642,6.096200301176399,2.403378512085636,1.8902977432725647,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.4685084926005865
1.0619790523469133,4.63392494602203,6.11691729575735,1.4390690548848037,1.4409074529875248,2.36810746340306,3.7527809275525934,3.6708932298176937,3.8976289408605163,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.3222910722039491,2.327471636433284,1.8457127197154508,1.8781381097696075,2.1463593777675642,6.096200301176399,2.403378512085636,1.8902977432725647,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.4685084926005865
1.0867706732856786,3.3866977090277177,3.508710840836589,3.7441815930300235,3.998170680315168,6.096200301176399,2.6732589951790278,3.6708932298176937,1.0,1.0,4.422463030036402,1.0,1.0,1.0,1.0,1.0,1.0
1.148749725632592,3.155135299218112,3.096514725345025,1.8781381097696075,4.086352170912673,5.99359224142117,2.9431394782724194,2.780595486545129,1.0,1.0,1.0,1.0,4.172970979032517,1.0,1.0,1.0,1.0
1.037187431408148,2.199080597330928,2.343190790136304,2.9758107469816166,3.4690817367301383,6.061997614591323,2.403378512085636,1.8902977432725647,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.4685084926005865
1.148749725632592,1.6717602581605393,1.632507832392228,1.1097672637212008,2.0581778871700593,5.685768062155481,1.4587968212587654,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.4685084926005865
1.359478503612097,1.9835670674091173,1.7853046683072042,1.5488363186060046,3.8218076991201584,6.130402987761476,1.3778326763307485,1.8902977432725647,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.4685084926005865
1.0495832418775306,5.837590937606613,4.979824563366828,1.3293017911636027,3.1163557743401187,5.30953850971964,2.403378512085636,3.6708932298176937,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.4685084926005865
1.0495832418775306,3.4531859257057236,3.451856204217063,1.5488363186060046,1.9699963965725544,5.959389554836093,2.9431394782724194,2.780595486545129,3.8976289408605163,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.074374862816296,2.1967879002041006,2.0233834591514697,3.7441815930300235,4.439078133302693,6.096200301176399,2.808199236725723,1.8902977432725647,1.0,1.0,1.0,1.0,1.0,3.9046956176950216,1.0,1.0,1.0
1.1363539151632094,1.4081000885753447,1.4974780704208535,1.4390690548848037,1.7054519247800395,4.62548477801811,1.32385657971207,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.776257645753059,1.0,1.0
1.148749725632592,1.4814663966338337,1.5934202697163036,1.1097672637212008,1.088181490597505,6.096200301176399,7.800988173953467,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.776257645753059,1.0,1.0
1.074374862816296,1.6763456524141949,1.678702224645593,2.9758107469816166,2.851811302547604,5.583160002400252,1.4318087729494269,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.4685084926005865
1.1363539151632094,2.857084672730501,3.274185464781044,2.646508955818014,2.6754483213525937,6.027794928006246,2.9431394782724194,2.780595486545129,3.8976289408605163,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.1735413465713573,1.270538260965678,1.4619439225336497,1.5488363186060046,2.851811302547604,4.62548477801811,1.4587968212587654,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.4685084926005865
1.0247916209387653,3.097817871047418,3.2386513168938404,1.3293017911636027,1.3527259623900196,2.231296717062754,3.21301996136581,3.6708932298176937,3.8976289408605163,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0495832418775306,2.2976665737845225,1.8812468676026546,3.0855780107028177,2.6754483213525937,6.096200301176399,1.998557787445549,1.8902977432725647,1.0,1.0,1.0,1.0,4.172970979032517,1.0,1.0,1.0,1.0
1.0619790523469133,2.9442071635499563,2.5777161661918493,1.1097672637212008,1.4409074529875248,5.8909841816659405,4.697362618379464,2.780595486545129,3.8976289408605163,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0619790523469133,2.6667908112037955,2.265015664784456,1.4390690548848037,3.380900246132634,6.061997614591323,2.727235091797706,2.780595486545129,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.4685084926005865
1.1983329675101226,3.957579293607835,3.096514725345025,1.5488363186060046,2.1463593777675642,5.959389554836093,3.4829004444592018,3.6708932298176937,1.0,1.0,1.0,1.0,1.0,3.9046956176950216,1.0,1.0,1.0
1.0867706732856786,2.1692755346821673,2.2081610281649295,2.3172071646544112,3.0281742837426138,5.99359224142117,2.403378512085636,1.8902977432725647,1.0,1.0,4.422463030036402,1.0,1.0,1.0,1.0,1.0,1.0
1.2974994512651838,3.125330236569351,2.8300086161909963,2.3172071646544112,2.1463593777675642,6.096200301176399,2.808199236725723,2.780595486545129,1.0,1.0,1.0,1.0,1.0,3.9046956176950216,1.0,1.0,1.0
1.1115622942244439,2.128006986399267,2.2792293239393375,1.6586035823272054,1.7054519247800395,4.215052538997192,1.4318087729494269,2.780595486545129,1.0,1.0,1.0,1.0,4.172970979032517,1.0,1.0,1.0,1.0
1.1363539151632094,1.320977597755889,1.3198073309848344,1.0,1.3527259623900196,3.804620299976273,5.102183343019551,1.0,1.0,1.0,4.422463030036402,1.0,1.0,1.0,1.0,1.0,1.0
1.1735413465713573,3.5380157193983512,4.091470866186732,2.756276219539215,2.763629811950099,5.583160002400252,2.403378512085636,2.780595486545129,3.8976289408605163,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.1239581046938265,3.6136747245836682,4.198073309848343,3.0855780107028177,4.086352170912673,6.096200301176399,2.403378512085636,3.6708932298176937,1.0,1.0,4.422463030036402,1.0,1.0,1.0,1.0,1.0,1.0
1.0,2.1234215921456117,1.8705866232364934,4.293017911636028,6.114526454655286,6.027794928006246,2.133498028992244,1.8902977432725647,1.0,1.0,4.422463030036402,1.0,1.0,1.0,1.0,1.0,1.0
1.0123958104693827,2.6530346284428283,2.762493735205309,1.2195345274424017,2.763629811950099,6.096200301176399,2.808199236725723,2.780595486545129,1.0,1.0,4.422463030036402,1.0,1.0,1.0,1.0,1.0,1.0
1.1115622942244439,3.155135299218112,2.879756423233082,1.1097672637212008,3.380900246132634,6.061997614591323,2.727235091797706,3.6708932298176937,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.4685084926005865
1.1115622942244439,1.6878091380483338,1.7106829577440763,1.1097672637212008,1.9699963965725544,4.659687464603186,1.4318087729494269,1.0,1.0,1.0,1.0,1.0,4.172970979032517,1.0,1.0,1.0,1.0
1.0495832418775306,2.9648414376914065,3.1924569246404753,1.2195345274424017,1.2645444717925147,5.275335823134563,1.4318087729494269,3.6708932298176937,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.776257645753059,1.0
1.0495832418775306,1.6075647386093617,1.504584899998294,1.6586035823272054,2.939992793145109,6.096200301176399,2.9431394782724194,1.0,1.0,1.0,1.0,1.0,4.172970979032517,1.0,1.0,1.0,1.0
1.074374862816296,2.176153626062651,2.005616385207868,4.183250647914827,4.439078133302693,6.096200301176399,2.808199236725723,1.8902977432725647,1.0,1.0,1.0,1.0,1.0,3.9046956176950216,1.0,1.0,1.0
1.0867706732856786,2.4443991899015005,2.7411732464729868,1.3293017911636027,3.6454447179251486,6.027794928006246,2.6732589951790278,2.780595486545129,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.4685084926005865
1.1735413465713573,1.2430258954437448,1.4974780704208535,2.20743990093321,2.851811302547604,4.62548477801811,1.4587968212587654,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.4685084926005865
1.074374862816296,2.6897177824720733,2.8690961788669207,2.9758107469816166,3.0281742837426138,5.685768062155481,1.8636175458988524,3.6708932298176937,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.776257645753059,1.0
1.0991664837550612,1.6946872294288169,1.6751488098568723,1.6586035823272054,1.9699963965725544,4.6938901511882625,1.4318087729494269,1.0,1.0,1.0,1.0,1.0,1.0,3.9046956176950216,1.0,1.0,1.0
1.0991664837550612,1.5961012529752225,1.8528195492928914,1.7683708460484064,3.8218076991201584,6.096200301176399,3.7527809275525934,1.0,1.0,1.0,1.0,1.0,4.172970979032517,1.0,1.0,1.0,1.0
1.0495832418775306,3.292697126827779,3.274185464781044,4.183250647914827,4.350896642705188,6.061997614591323,2.6732589951790278,3.6708932298176937,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.4685084926005865
1.074374862816296,4.232702948827169,4.3757440492843624,1.7683708460484064,1.7054519247800395,5.412146569474869,2.403378512085636,2.780595486545129,3.8976289408605163,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.1363539151632094,1.1765376787657391,1.3198073309848344,1.2195345274424017,1.5290889435850297,6.096200301176399,2.241450222229601,1.0,1.0,1.0,4.422463030036402,1.0,1.0,1.0,1.0,1.0,1.0
1.18593715704074,3.311038703842401,3.451856204217063,1.7683708460484064,2.234540868365069,6.096200301176399,1.9715697391362093,3.6708932298176937,1.0,1.0,4.422463030036402,1.0,1.0,1.0,1.0,1.0,1.0
1.0867706732856786,2.2839103910235563,2.0304902887289105,1.7683708460484064,3.0281742837426138,6.061997614591323,2.403378512085636,2.780595486545129,1.0,1.0,4.422463030036402,1.0,1.0,1.0,1.0,1.0,1.0
1.074374862816296,1.7336630805848894,1.6751488098568723,1.7683708460484064,2.4109038495600794,5.856781495080864,1.8636175458988524,1.0,3.8976289408605163,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0619790523469133,2.359569396208873,2.229481516897252,1.5488363186060046,2.234540868365069,6.096200301176399,1.9715697391362093,3.6708932298176937,1.0,1.0,4.422463030036402,1.0,1.0,1.0,1.0,1.0,1.0
1.1115622942244439,1.8482979369262784,1.9452083337996215,1.6586035823272054,1.7054519247800395,4.1808498524121145,1.0539760966186782,1.8902977432725647,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.4685084926005865
1.0619790523469133,3.003817288847479,3.096514725345025,1.1097672637212008,2.1463593777675642,5.3779438828897925,1.4318087729494269,3.6708932298176937,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.776257645753059,1.0
1.148749725632592,2.613141698436025,2.2721224943618967,2.426974428375612,2.234540868365069,6.130402987761476,2.457354608704314,1.8902977432725647,1.0,1.0,1.0,1.0,4.172970979032517,1.0,1.0,1.0,1.0
1.2851036407958012,2.93045098078899,2.5706093366144085,2.646508955818014,2.322722358962574,6.096200301176399,2.808199236725723,2.780595486545129,1.0,1.0,1.0,1.0,1.0,3.9046956176950216,1.0,1.0,1.0
1.2974994512651838,2.2701542082625896,2.1335393176018016,1.5488363186060046,2.322722358962574,6.061997614591323,2.808199236725723,1.8902977432725647,1.0,1.0,1.0,1.0,1.0,3.9046956176950216,1.0,1.0,1.0
1.2479162093876532,3.372941526266751,2.7376198316842664,2.536741692096813,2.499085340157584,5.99359224142117,2.403378512085636,2.780595486545129,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.4685084926005865
1.0867706732856786,2.8272796100817397,2.602590069712892,1.1097672637212008,2.5872668307550892,6.096200301176399,1.998557787445549,2.780595486545129,1.0,1.0,1.0,1.0,4.172970979032517,1.0,1.0,1.0,1.0
1.0495832418775306,3.084061688286451,2.2259281021085315,1.8781381097696075,2.234540868365069,6.096200301176399,3.0780797198191148,2.780595486545129,1.0,1.0,1.0,1.0,4.172970979032517,1.0,1.0,1.0,1.0
1.2355203989182706,1.6946872294288169,1.6751488098568723,2.646508955818014,2.851811302547604,5.5489573158151755,1.728677304352157,1.0,1.0,5.065101414371149,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0619790523469133,2.2839103910235563,2.0660244366161145,1.1097672637212008,2.4109038495600794,5.343741196304716,2.6732589951790278,1.8902977432725647,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.4685084926005865
1.359478503612097,2.5429851663550953,2.190393954221328,3.7441815930300235,3.8218076991201584,6.096200301176399,1.3778326763307485,2.780595486545129,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.4685084926005865
1.1239581046938265,4.5972417919927855,4.873222119705217,1.8781381097696075,2.499085340157584,5.856781495080864,3.21301996136581,3.6708932298176937,3.8976289408605163,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.1239581046938265,2.0431771927066396,1.7817512535184838,2.20743990093321,2.1463593777675642,4.454471345092728,2.403378512085636,1.0,3.8976289408605163,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.3222910722039491,3.3614780406326124,3.70059523942749,2.3172071646544112,2.234540868365069,6.096200301176399,2.808199236725723,2.780595486545129,1.0,1.0,1.0,1.0,1.0,3.9046956176950216,1.0,1.0,1.0
1.1239581046938265,3.283526338320468,3.0823010661901433,1.5488363186060046,2.6754483213525937,6.096200301176399,1.998557787445549,3.6708932298176937,1.0,1.0,1.0,1.0,4.172970979032517,1.0,1.0,1.0,1.0
1.1115622942244439,2.5452778634819233,2.129985902813081,2.536741692096813,3.380900246132634,6.061997614591323,3.4829004444592018,2.780595486545129,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.4685084926005865
1.18593715704074,2.3985452473649453,2.2081610281649295,1.1097672637212008,2.763629811950099,5.856781495080864,2.403378512085636,1.8902977432725647,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.4685084926005865
1.1735413465713573,3.086354385413279,2.3076566422491003,2.426974428375612,2.1463593777675642,6.096200301176399,2.403378512085636,2.780595486545129,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.4685084926005865
1.0991664837550612,1.5777596759606003,1.6040805140824648,1.8781381097696075,1.7054519247800395,4.386065971922574,1.4318087729494269,1.0,1.0,1.0,1.0,1.0,1.0,3.9046956176950216,1.0,1.0,1.0
1.0991664837550612,2.8777189468719513,3.167583021119433,1.2195345274424017,2.4109038495600794,5.754173435325634,1.4318087729494269,3.6708932298176937,1.0,1.0,1.0,1.0,1.0,1.0,4.776257645753059,1.0,1.0
1.0867706732856786,3.687041032642157,3.224437657738959,1.1097672637212008,1.3527259623900196,6.096200301176399,2.403378512085636,1.8902977432725647,3.8976289408605163,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
